"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Danaher","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","CIN25_Carter","CIN70_Carter","Co-Inhibition-APC_Rooney","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","FGFR3_related","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-CD56-cells_Danaher","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
-0.403401154224884,-0.54416061971258,0.00611548877961601,-0.670925181266456,-0.420314447861241,-0.670925181266456,-0.577224860061124,-0.719025243910025,-0.715002258743017,-0.751924671324722,-0.759784475102569,0.0548115294551637,0.160523284569997,0.111824001700237,-0.562655454222,-0.601888674850458,-0.667506160716992,-0.752842928215684,-0.698857244360611,-0.547169140984461,-0.76529826432107,-0.0460648983141865,-0.696393859416007,0.126650695246612,-0.365582884569757,0.369251880888766,-0.481149202827241,-1.10170041412904,-0.691023118792404,-0.560029255793799,0.237102628560195,-0.682345669010022,-0.201464231413823,-1.21168578916726,-0.391654299066103,-0.554538686478827,-0.365696850651557,-0.648744670772482,-0.477877905068901,-0.698940013028064,-0.579583135954806,-0.0924862336431445,-0.144823438053013,-0.742894362861625,-0.369491528575867,0.194309840318462,-0.549493752226109,-0.642519196744779,-0.0522295231607516,-0.441806515218725,-0.680461734394167,-0.731043624696348,-0.760793603790832,-0.74240704818105,-0.824233092501999,-0.664046855469,-0.500544188000777,-0.501257771800126,0.0997206817625686,-0.591794563930758,-0.765211209194557,"R"
0.896786520848495,0.704607524250428,-0.360880315430432,0.00278386542672793,0.0249682865526287,0.00278386542672793,0.0157913173606858,0.90557761839846,0.817514932261147,0.947945043231105,0.940079341583286,-0.26824473215495,-0.555234385183148,-0.533899555936569,0.864675011972668,0.856643563769854,0.805881177000752,0.89658848614075,0.97998697376991,0.585884116330473,0.815189747149875,-0.43892586216115,0.440401433823624,-0.342834603065423,0.292317535903676,-0.442510073765869,0.651444902094852,1.65701455295621,0.823003315599367,0.675812012375688,-0.387671852891008,0.858111021009659,0.361432175613029,1.41000976368226,0.59491220144604,0.967252916444593,0.504775298129938,0.887257224064403,0.522122094931099,0.946763782791494,0.943628612032207,0.632050775834427,0.536728198422836,0.954701563240141,0.528662789780572,-0.606944274533374,0.67797239598922,0.908185892499322,-0.147466820415534,0.24405598914744,0.846746336605039,0.814448002975832,0.863132958246948,0.965290528934438,0.97311382210116,0.843782114984808,0.666617322247233,0.737574350629636,-0.00347836706367588,0.667752635943594,0.829111302359043,"R"
0.14386856559619,0.343222637257208,-0.154668048682761,0.521945151927981,0.294027171828801,0.521945151927981,0.192806722977348,0.359863337411276,0.51137267467762,0.450965296695563,0.352833205044695,-0.140370946373454,-0.298442052017422,-0.165000652593746,0.52987018479084,0.497433881713602,0.391531908053913,0.265903809402055,0.48830599798684,0.241444039263557,0.493253288957754,-0.320860596240145,0.319459001831962,0.265269438065515,0.430939246131227,-0.0759709758158886,0.328719400695739,0.684009120071903,0.312022674206374,0.347698671405446,-0.0843166626158711,0.487820928098159,0.224278070206,0.712016974391559,0.222237119635398,0.15680701131053,0.305618813628203,0.614459971577483,0.0857355015951709,0.457475123850392,0.556480451957349,0.463674581088271,0.457682644512947,0.460050479920114,0.142529615737836,0.265447230598396,0.245666683541834,0.538463038638861,0.254728807556317,0.0758651100094613,0.458193832738843,-0.101715770466315,0.225482042387524,0.410412515014402,0.510227175414526,0.372647750415397,0.272070957090366,0.233812972403786,-0.123464518729907,0.732733088496612,0.504936867023893,"R"
-0.646898780187545,-0.610811273331245,-0.248198406242467,0.270390333471551,0.301393798896135,0.270390333471551,0.11871334636581,-0.0935925552722283,-0.119859729069139,-0.498045718346202,-0.423885369175404,-0.00927415026580802,0.379590808723921,0.0871973454428623,-0.245363065160462,-0.0402819738167302,0.0905913022869855,-0.381544657663811,-0.4979572502814,-0.178532029346035,-0.370946886911668,-0.16874774780967,0.664390808027926,0.667917129701636,0.248451817331335,0.145384853458018,0.261335400463676,-0.123860657334561,-0.373072143640889,-0.215649439630421,-0.115482046600795,-0.305786514169619,0.177138050051903,-0.126858753491892,-0.0661839659914897,0.23031537361788,-0.352384692971015,-0.58497157745176,0.0437607055829024,-0.604904014332602,-0.220156324017086,-0.0941469832775118,-0.0252195845325374,-0.239436491341272,-0.0504245567333494,0.433740670286052,-0.06983068653675,-0.263853959502853,0.0233064939563475,-0.111530505970678,-0.243909786642823,0.0284881715003507,-0.271483565294919,-0.366463306284336,-0.449899324884201,-0.255656533307723,-0.0720886150930539,-0.270712128259241,0.57318168043038,-0.112782845634462,-0.38752661791477,"NR"
0.445541383654451,0.748674831025087,-0.0148383923797605,0.553456139311762,-0.322104220547494,0.553456139311762,0.194069615120984,0.506614545748479,0.524223254000869,0.289411346677711,0.328201788146123,-0.0318119409927753,0.512183167629407,0.356289732246052,0.0762169844841756,-0.0921153960073738,0.445913536012654,0.283937455579278,0.253419385398791,0.385620303640547,0.52141460813932,0.1497703040732,0.268597390582043,-0.182336175938069,-0.276258642167073,0.234985954360172,0.291391418907016,0.718289259199343,0.530938539572112,0.376811259142794,0.0660520917101334,0.517282424492544,0.13346974217558,0.572273895771546,0.263139273051819,0.247932384469787,0.521121310178514,0.908751776409255,0.339717341556974,0.59935443208172,0.419586321935506,0.845106282195523,0.340775532163223,0.0323898626244232,0.170722135572789,0.559666165775462,0.314939537469319,0.544428956096513,-0.075838638784495,-0.284818573917136,0.558808595850391,0.314913720034682,0.288303227716856,0.287489609804511,-0.16723913300961,0.510438102210148,0.236040153426837,0.525889733971632,0.0912407829154377,-0.222928392618421,0.443460785480899,"NR"
0.603127006736691,0.544252703016129,-0.299494624409917,0.774980749866773,0.0485181760393804,0.774980749866773,0.5560037390773,0.771027206448967,0.832898636633077,0.856153026175607,0.949671383740899,-0.390553631999886,-0.618542749036263,-0.591133546700897,0.464786972021158,0.801433564362273,0.668526621901459,0.790097133380737,0.901296701995388,0.778694504718574,0.827202179965593,-0.553379995303746,0.456837985478953,-0.0305441701514705,0.630566082425258,-0.661677374053221,0.640008089332645,0.919752340945318,0.744820712056509,0.630016888204146,-0.195393580221544,0.731033013200994,0.27252971422002,0.954499617519097,0.44458391495393,0.890092970924358,0.479982455372357,0.825082899099945,0.442050807899756,0.761236454077103,0.87760540028415,0.754337142518821,0.458116919129063,0.809805779251547,0.479133820222978,-0.842027651027976,0.644730411049554,0.754583753634276,0.315052051184864,-0.364850709923035,0.755623339081699,0.677359280312847,0.771513177376348,0.781035964334199,0.870543645623647,0.717178125863112,0.600559185781912,0.44860445080589,0.449870194307169,0.666864115626096,0.69886646522019,"R"
-0.569831646924303,-0.482620844538003,0.310184274651063,-0.593138294247117,-0.148617121194279,-0.593138294247117,-0.557742347562018,-0.730129567561759,-0.701078877383036,-0.754056614946727,-0.665048256261793,0.350536914481832,0.748789832956453,0.633683002276713,-0.512568257017538,-0.657143907545783,-0.70086181581499,-0.735903814261657,-0.769258096986551,-0.378351628762506,-0.725904863456147,0.404969992800778,-0.520698572335137,-0.613915363444456,-0.569043107532241,0.33989245394944,-0.692917694944566,-1.01448870599667,-0.715516584415716,-0.552773680098709,0.227346946828579,-0.716987844648586,-0.0961353773413615,-1.12100772520494,-0.3421307490544,-0.794753360573624,-0.465002523452,-0.86250592136482,-0.462679274397445,-0.662580683366158,-0.680423969682958,-0.540055657528728,-0.265259914011908,-0.871210326859829,-0.471337210219428,1.01739368550635,-0.621253391637893,-0.69089290724599,0.0993383512073027,-0.137607202083537,-0.735213938604053,-0.527762901015579,-0.61107491856719,-0.556263989692151,-0.734632956427537,-0.693527398818175,-0.51485544589104,-0.136661068119249,-0.306269267553588,-0.656261106504057,-0.716393151252749,"R"
-0.414954888214593,-0.434662093374086,0.228357061828022,0.194329326178907,-0.165334329211496,0.194329326178907,0.149046359440086,-0.40106846191545,-0.429043226932904,-0.47127798175969,-0.392740837231503,-0.0012553206828598,-0.100083041954371,-0.0543443933842882,-0.513313337933906,-0.450948889035057,-0.112097282437714,-0.439567892357111,-0.50198353958216,-0.336739345565236,-0.450461618047437,0.108911129839219,-0.59732146730084,-0.437844240450464,-0.40229748934159,-0.0920524664680489,-0.432125510356523,-0.0626751954537251,-0.554423805099341,-0.368972160670336,0.00774215505186422,-0.432173912348564,0.0628642119306207,-0.100650878741211,-0.182769652729427,-0.503878723278396,-0.385909426965456,-0.661416390336717,-0.225292508846022,-0.285646242789104,-0.0679180483182382,-0.424122209722422,0.119072841045144,-0.575259149497481,-0.0538551068281769,-0.0504626602894291,-0.242996530895301,-0.473304597025036,-0.0940780830455149,0.00804299878774761,-0.425314327591836,-0.252956663615267,-0.20794652735757,-0.399099686074693,-0.554542224327478,-0.482724121349785,0.216955121771357,-0.402218437590176,-0.356855650245359,-0.11384907001545,-0.375466798255454,"NR"
-0.583260743773246,-0.684158372623123,-0.209679157465854,-0.615811245021677,-0.25021225580313,-0.615811245021677,-0.669186566639413,-0.769782466954768,-0.659676962622154,-0.63046310553069,-0.716975546213901,-0.0496287035075205,0.0462468872287692,0.0213581602194721,-0.891981523154476,-0.776065683993499,-0.752911193591607,-0.68325041459334,-0.630351116111288,-0.472721949017953,-0.59374444641918,0.0295704339499486,-0.598767489756106,-0.664478179669652,-0.302655248439269,0.320755329770069,-0.604096756283404,-1.39010554100823,-0.739352012211251,-0.629844874674469,0.185428418239274,-0.709403733301962,-0.143020521393507,-1.44240871417236,-0.334741739531497,-0.843133771540685,-0.447224224776123,-0.828635717669764,-0.475228294669991,-0.506245629127238,-0.625473709142958,-0.426490615193415,-0.337729867593529,-0.737446707721857,-0.416481555914972,-0.343436800757815,-0.663804668089068,-0.696877901972794,-0.248273127557236,-0.136115756259838,-0.732250800047731,-0.755179996912631,-0.743322475570516,-0.600130308594187,-0.616013265426586,-0.727958199591643,-0.693398154344297,-0.448025464228542,-0.171757491403784,-0.783964205459273,-0.720007109425619,"NR"
0.249106956551291,0.302822897270432,0.0313593530082029,-0.798319893738459,-0.0513644548482933,-0.798319893738459,-0.502366877169689,-0.489301167683948,-0.638391301320968,-0.465059812862416,-0.522707087453634,0.0700386677913196,-0.0622044313384354,0.0732656294438568,-0.383040748166858,-0.481358792759846,-0.248415417013697,-0.432361999525884,-0.467404819705261,-0.454116595955478,-0.579882708370416,0.0972369115680414,0.72812946281863,0.425975622053795,-0.716685022534632,-0.119808077673918,-0.220476382574247,-0.839166900504194,-0.346064532429387,-0.267484460272624,0.00299578438514985,-0.597114382531413,0.150799784604343,-0.857932889948483,-0.0920787659767192,-0.415408302244408,0.11416495343291,0.217373282804423,-0.274321950055546,-0.67803539695313,-0.611203221222472,-0.695699643893701,-0.195449300638379,-0.363203748654009,-0.158547636975525,-0.0632233945608374,-0.437550414759919,-0.499934462148065,0.333805327468056,-0.23018929443493,-0.58255319546754,-0.665600000000493,-0.640627776133068,-0.517691246517264,-0.349483382446901,-0.36706850378834,-0.679247914620895,-0.488658727611668,0.0854402527833708,-0.460397214831686,-0.530903378704101,"NR"
