"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","CIN25_Carter","CIN70_Carter","Co-Inhibition-APC_Rooney","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-CD56-cells_Danaher","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
-0.124316522066047,-0.0326762217453287,-0.405707575495635,0.325178951879831,-0.354410520446678,0.506308658082095,-0.320206997407713,-0.112431978200121,0.0445143036780375,0.33957757103343,-0.276883199167909,-0.54287064121759,-0.465913769343861,-0.0972650110028574,-0.33843348451011,0.343878965849782,-0.125133622586958,-0.357995976866991,0.141479456899615,-0.168265818016981,-0.371028937212644,-0.673115389161641,-0.324007895137495,-0.330535714838599,-0.0566130314316141,-0.221991593059092,-0.162375882008137,-0.237910351029327,0.250468772466465,-0.0627308744172063,0.0265154131510034,-0.434795379903498,-0.161364301760172,-0.300519075732873,0.0892185525988864,0.344394151695397,-0.057095483390055,0.369776328365292,0.248004023385959,0.764458134272093,-0.0603592708186469,0.291318287546389,0.0933010114063213,-0.941465370043458,-0.30787865747499,0.101383350909549,0.200055356206556,-0.31101551521268,0.185122326015127,0.125230655095692,0.0155306841045902,0.0628222865048396,-0.0143979880541132,-0.198681422718025,-0.30550976200074,-0.272609740527907,-0.0363355093915502,-0.395565367808705,-0.216528468920674,"NR"
0.506530247790919,0.342236866840351,0.42360303081452,0.0696723888574198,-0.376128679322598,0.128207371847021,-0.128766216162719,-0.0182807248713187,0.183841559258113,-0.008926326376757,0.377457818637208,0.76341848527675,0.735577139078066,-0.453650616678282,-0.205126260587608,0.0162923822104862,0.0370370370370138,0.503725153398287,0.101692809072974,0.0876100628930844,0.655114728595234,-0.121234987109394,-0.452284084161235,0.521638252134669,-0.151255128219818,0.0299546787482464,-0.178697988119064,0.167771333153729,-0.10329829709363,-0.0771845882649871,-0.0159231154557788,0.0515844509545641,-0.273936772827083,0.172833314066934,-0.0142691575384298,0.142436632047905,-0.246974491352201,0.732566227797729,-0.00295467404283795,0.0770681418153351,-0.123097510029368,-0.0384107625573257,-0.211225568920948,1.19632301546465,-0.128652653989114,0.0762252740330485,0.230685467938771,0.181206378970992,-0.138866167495105,-0.205297596577348,0.103370221327967,-0.0311910451515561,0.183841559258038,-0.0461838545271617,-0.0164426481652529,0.4275623000357,-0.0625175112769019,0.150317776732901,0.0305069820102456,"R"
0.374163885691949,0.677334759591394,-0.0219252271279672,0.543462874385732,0.212293468640043,0.441808319964539,0.91837633731908,0.904634038085772,0.984847532222576,0.975609756097559,-0.228441907519977,-0.282745947815681,-0.35931540079015,0.717493818273578,0.786389797439745,0.826992297602932,0.9719549770481,0.999622831279859,0.783654734926331,0.932495118813044,-0.306357349937535,0.554177400914694,-0.360701259303685,-0.277933519190784,0.627931390099818,1.69669003818944,0.772870297636359,0.731201486436366,-0.539531471318745,0.918660287081358,0.268645990709204,1.77543853854236,0.545035415928874,0.89613982145105,0.52917832298378,0.93317407430691,0.448344973641978,0.894379479441757,0.888162444206957,0.749089950052065,0.355598296461534,0.880367133966183,0.486323202982331,-0.0535565331035189,0.725839197808674,0.901948394434531,-0.183440308668798,0.385643418856596,0.916189517397629,0.847935209314862,0.947937625754554,0.957741164633379,0.920276642565251,0.849338979943825,0.542252389576226,0.767556395727948,-0.0959023199872564,0.577142422602498,0.881770194193209,"R"
-0.0137718525971604,0.100805436697711,0.293064417821256,-0.548761099238709,-0.30046652333693,-0.474553832312996,-0.342526150080487,-0.399362926397584,0.00308079220366603,-0.267098315313174,0.122582440348138,0.0310965630114451,0.15051462956374,0.0575078544027091,-0.00509433962254852,-0.376163108650092,-0.338569179190389,-0.0948579331155279,-0.330094316551092,-0.19954544013333,0.13808392832546,-0.582119411201886,-0.422970033061331,0.118213539007172,0.114642259352022,0.118730624656489,0.0892670405550709,0.0450403703366205,-0.0825311148827885,-0.0454697066319044,0.132706235136992,-0.224079700927824,-0.184925907548935,0.324468753929388,-0.0833634375165309,-0.406339639310377,-0.130389271611748,-0.425034286655401,0.189036273338812,-0.382386220769364,-0.0216086225779118,0.190700264434391,0.0286235755882552,-0.303408434469232,-0.282118925729923,-0.0824050602125012,0.243660044594018,-0.174343626353039,-0.219919410607741,-0.587763034797398,-0.429514587525153,0.0030813734121467,0.0250864508015743,-0.0853835021707647,-0.587683898977381,0.122304710955832,-0.361184567357588,0.179730048531183,0.184108907387608,"NR"
-0.00364733995724081,0.171780332611195,-0.390589412953122,-0.495857177125613,-0.00484603250489032,-0.373667586402494,0.466580646880252,0.206129837625816,-0.174850675888,-0.214734724666972,-0.506518251804165,-0.733666875585916,-0.739795593477509,0.202810970486516,0.414681519565863,0.367993961124745,0.0128906495629745,0.165262760874944,-0.24833655680078,-0.0750314465407821,-0.530022807136915,0.66537051108345,0.145871801031668,-0.499241422036343,0.510765815079465,0.172782058602791,0.48103266220518,0.0739646144922141,-0.217206990696344,0.102819197129558,0.113203806378104,0.45922823573776,0.247594186312987,0.879856657865005,0.30973569018926,0.290905325443323,0.545264454384611,-0.37869900315861,0.460222024711654,-0.613209849729459,0.410602761965825,0.484950345471436,-0.022301533994193,-1.45168210442745,0.429963327017017,0.0101214071303432,0.15738305110573,-0.453669239208349,0.181383215298703,0.164716245123905,-0.183350100603742,-0.57173359177202,-0.300331123446671,0.352836317175673,-0.206389858097298,-0.598772834793095,0.386350361880148,0.466154380448656,-0.483839509047183,"NR"
0.356040214764771,0.579475602580873,0.257725430589082,-0.239614329050599,0.0115165534667273,0.112201257861611,0.425665100809012,0.465028996646752,0.631978387754591,0.638798089011808,-0.192190467798203,-0.271414131906897,-0.264564718496772,-0.32708472753299,0.211868578108682,0.246039338098963,0.605112450896884,0.782625094292154,0.455241417206018,0.566595199212348,-0.136567380216869,0.0191777333757279,-0.698324002968368,-0.201081819307349,-0.126876147394333,0.634937401848691,0.423192421171771,0.35623800789462,-0.116063209557751,0.534405926724655,-0.059357281233763,0.646363176637983,0.217642074097502,0.562729910367218,0.454206684498513,0.813451929287289,0.0948025771855147,-0.0697221174399105,-0.16495882315957,-0.379856365447206,0.231730123468389,0.70190405631698,-0.0907417520540237,-0.0195551631428534,0.361290403220168,0.448844611388547,0.268157223478967,-0.0294182382569068,0.539634388406548,0.48494113860896,0.471816371171324,0.515005884289559,0.592851113520589,0.530861897472319,-0.155502436140018,0.199082681409765,0.0677622644877718,-0.315713446425768,0.566767462483168,"R"
-0.33514514022206,-0.445314645789168,0.369876028224078,-0.407073921118241,0.217338578091702,-0.616009335802851,-0.555240160523452,-0.759363087131867,-0.575668028921408,-0.543940155896369,0.465663850184571,0.810835152286073,0.707128424770951,-0.471781017149207,-0.378394545988782,-0.412615403709518,-0.658743633276979,-0.630626100075339,-0.583246475112615,-0.658867924528064,0.626811088588962,-0.0539861423287585,0.1897210742327,0.420787890056959,-0.516956787556027,-0.458037519252565,-0.57249652537138,-0.473427900294913,0.189575663126153,-0.587626848763412,-0.0709483836751275,-0.69154444848201,-0.127637447610753,-0.658643598595028,-0.426268706273604,-0.67915097764648,-0.305478454997864,-0.68282409153744,-0.504620607279755,-0.535831028413315,-0.350016713511628,-0.476771232790537,-0.447414687529465,1.50603403654077,-0.568945818474536,-0.624092288277497,-0.0483107126070614,0.125603697370149,-0.616973320351034,-0.728873292234204,-0.730570925552999,-0.694692491510507,-0.616347060672431,-0.58759438240332,-0.442296311476114,0.0122983804794343,-0.0875977069886318,-0.802888923630922,-0.557587394183038,"NR"
-0.166114384983357,-0.166984110181879,-0.343746541059383,-0.122634827806106,0.210107588391161,-0.236763556228437,0.585210603648181,0.458987539212158,0.78453316567121,0.899044505908975,0.131512022830184,-0.115610888666292,-0.138006771947809,0.316687446892561,0.590673326796372,0.568798334898754,0.71543303882718,0.769989942167442,0.362818951327869,0.728918309941871,-0.242580124373377,-0.229529850188491,0.388084990036736,0.0710409192048805,0.231368840803971,0.910658304544728,0.311569827527264,0.301264326933931,-0.195927064448717,0.586335314133863,0.13665029036047,0.714540061970439,0.227203804814555,0.467898906073207,-0.0927550870510302,-0.086637675622651,0.198653665400079,0.381517727505833,0.413398189097302,-0.390432486799067,0.180693392319707,0.449110454516899,0.552585312470535,0.379068325064451,0.25743306686576,0.54603448237346,-0.255062771651208,0.334286148497262,0.615604190441623,0.511261055489213,0.585764587525196,0.735060620089438,0.777968068975905,0.43223205290882,-0.0833980724613329,0.2645994652637,0.00564875235843923,-0.174787160374692,0.640182688503155,"R"
0.602105072335018,0.441871714469769,-0.0655852906392152,0.443233890550273,0.226196674803373,0.388390107432611,0.352863960896614,0.370891399019403,0.507201549088946,0.584485793311501,-0.143226915992647,-0.53551866651781,-0.444828188437091,0.658513050518539,0.549581743116962,-0.221511476351441,0.229579324655731,0.441790294191595,0.330168000063008,0.4296974950386,-0.171809094415604,-0.72142699552188,-0.186778795516704,-0.304443328142719,0.196631010518243,0.675169224583557,0.357481167346548,0.116195446440342,0.234176939403951,0.501243893436049,0.0824984273406721,0.344316705354816,0.239927454780513,0.00220042751163729,0.384092721518772,0.613817816055837,0.0725008470038363,0.769080849993782,0.800213742377575,0.70404827759615,0.113561711924584,0.645258916634034,0.22955408395727,-0.979448368285174,-0.0201474699364049,0.557339195929966,-0.355464343288191,0.103402881493722,0.439891178344998,-0.305588230516448,-0.082117706237423,0.202004520328197,0.627129477176467,0.452151249503226,-0.172445548165676,0.347311705365761,-0.0482537542681494,0.561438754562286,0.346501570745606,"NR"
-0.463935195302712,-0.60717049003863,-0.111995057176946,0.308751815643263,-0.0518612710789365,0.179502315046035,-0.550150122802924,-0.411599432170186,-0.490108920603976,-0.383706311289905,0.267406014592013,0.531636051594215,0.379026986500081,-0.567756826103102,-0.549785851485579,-0.39261182076595,-0.426605813382163,-0.248868493839695,-0.0777026802660684,-0.00278114781405825,0.141047651876294,-0.379427195740109,0.320348659539462,0.357320473556126,-0.539614468022907,-0.293283313931459,-0.557903273350071,-0.413575781514403,0.20718166816374,-0.530087109001002,-0.0767347587244769,-0.104137838597559,-0.0988066120793408,-0.692003017728872,-0.42399303281769,-0.709373231910412,-0.217476939780539,0.562837522580536,0.42717042811343,0.636095046517451,-0.180851286147155,-0.641038536493303,-0.278417677606376,0.936551521206397,-0.421166550420624,-0.592822995641137,-0.179066943254734,0.170850595403582,-0.553333886755939,-0.190232971275535,-0.225253199944028,-0.588239093510162,-0.513674944985577,-0.509138395200415,-0.179474279964788,-0.193568711571322,-0.233702217170459,-0.458806147165356,-0.602871393283595,"NR"
