"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Danaher","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","Chemokine_Messina","CIN25_Carter","CIN70_Carter","Co-Inhibition-APC_Rooney","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","FGFR3_related","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
0.499809359218531,0.196176819593937,0.130154745554491,0.8073435027314,0.0960522397215429,0.8073435027314,0.589605673532575,0.519194084275687,0.629528252662174,0.319185516227905,-0.0514935988619218,0.305104232062751,0.650526322836039,0.639282086575581,0.494051222950234,0.702765763714916,0.501372225737641,0.56971386781585,0.48713716562326,0.550497866287376,0.61329980502715,0.553557194016867,0.417290616621173,0.609277177006289,0.555527053011459,0.522481526952704,0.39214535200757,0.217126904710227,0.583577054955206,0.372245014186576,0.367779718925229,-0.156405723163068,0.506889626998138,0.210085242896213,0.602498300766729,0.602952935055731,-0.0861018121703401,0.147961466022456,0.323209809270886,-0.0877859651902504,0.828838056219441,0.53414444996547,-0.0217451749121238,0.585865483100066,-0.115363099364359,0.715755334136471,0.461313013148277,0.545364893347055,0.255956947153974,-0.206466785153004,0.54940364880344,0.425828353253917,0.222857198493554,0.600191651872169,0.516189848956246,0.445682648293209,0.321249449374379,0.518792465158556,0.12462490282511,0.742220533181305,0.60052995359996,"R"
0.760030934892132,0.55904120689508,0.258756675276621,0.291028066666374,0.276798280907064,0.291028066666374,0.417964104898126,0.526547911198765,0.611000250248723,0.795640792169308,0.761650071123767,0.276318439760627,0.628668024885615,0.49680022812949,0.597952826033078,0.393793091642348,0.555051947444244,0.400512832572299,0.703585657370536,0.906571834992892,0.431550776321879,0.734170312998815,0.357734731884733,0.430766075589018,0.264870577571495,-0.595604490348016,0.201758284050049,0.161420481779306,0.399189773827928,0.595282961137955,0.368606001535937,-0.0422253481865017,0.627137199887347,0.229536432144425,0.254792395644881,0.160262529336828,0.468272292813929,0.196395363638052,0.436878325178244,0.226612663600373,0.662103248231905,0.476244665718394,0.224087698632201,0.620459977099654,0.130817348349111,0.268416723170257,0.29555306928036,0.523203096668879,0.0915272528195679,0.0643668037273476,0.583908591493299,0.512941274496715,0.612809215700023,0.707580880917962,0.842590484862254,0.609276907666601,0.292103986553339,0.649840829313858,-0.282049777562279,-0.20433768331416,0.69395035106141,"R"
0.494303785721906,0.574270895720445,0.23741702559306,-0.472848352736062,0.0503412872533285,-0.472848352736062,-0.563440275220868,0.463851275543602,0.317245056897036,-0.443366872122482,0.148790896159398,0.260895790725782,-0.156836004758142,0.50599241697538,0.381308362600062,-0.231935326575513,0.421098083589853,0.478866339987064,0.545061905100829,-0.801328737644336,-0.135196603447881,-0.439212907102313,0.290102778574368,0.679974587118073,0.0593912644888105,-0.177359773763461,0.123592769748798,0.228226548751076,0.478485099682147,0.424185383318098,0.350231494244987,-0.258846706284987,0.333473823032167,0.178085205270459,0.751276395337612,0.365885849426974,0.655608035053825,0.359741412703173,0.621941504495321,0.36197765260718,-0.872768059009412,-0.444950213371118,0.273716148976461,-0.107846808857902,-0.0378816397795306,0.704819754701087,0.376709351428653,-0.0539666387698466,-0.133630473910494,-0.0156602208060198,0.522780956688599,0.481648766529964,0.557583677076803,0.0831695406469501,0.00108126564982691,0.214738608578163,0.0436496635453021,0.0908128781830563,0.287395167059649,0.18569436083038,0.309421316610693,"R"
0.40289290925132,0.723020058309477,0.325975008203365,-0.0581137230348659,-0.0428102270153629,-0.0581137230348659,0.0424410868356098,0.536038733051499,0.373307800694892,0.700085657306183,0.626571834992915,0.144479887823913,0.640432417189145,0.543776691769856,0.461598498440352,-0.0530014356298514,0.273426904893584,0.296135919518129,0.588223729273493,0.622580556264786,0.261924081020698,0.449139090634358,0.145027924569859,0.611885670605653,-0.0513027354338127,0.0370620441504499,0.034784204588791,0.279202485677965,0.609890322068228,0.633582692115773,0.394322661023704,0.135281289846842,0.634439479506618,0.178236143139245,0.188897934137062,0.112477250486752,0.606018884301591,0.484886190017859,0.747473952261011,0.326147519712539,0.527948280607908,0.213454705947327,0.261102434275311,0.603448275862137,0.223471655630729,0.361153142514945,0.309273118419482,0.586459828175561,0.386941598547634,-0.268913391598399,0.571232640004063,0.167896183977075,0.517791060825148,0.729951541037205,0.543516384260599,0.610979223647038,-0.406781381598411,0.574754003961373,-0.333053001116006,-0.271955105949952,0.684960359327173,"NR"
-0.0601476180848878,-0.213667605544837,-0.177819346620436,-0.600615239328049,-0.270777542802326,-0.600615239328049,-0.196106397171354,-0.428163265599135,-0.636838782321004,-0.840000529049443,-0.816821121365923,0.200256005805417,-0.497547019843599,0.441315460926245,0.243280792006496,-0.2838419551859,-0.667165181559915,-0.483193313021875,-0.523282091378425,-0.827568867019298,-0.370668070568906,-0.619158843899614,-0.0453940990348442,-0.396966554645768,-0.460542051731782,0.382610674860667,0.150185453281121,-0.288928071665303,-1.4817593243302,-0.523424894308357,-0.392143299744496,-0.203673621467094,-0.635264651681901,-0.0140389198644237,-1.1032462405846,-0.271487166371239,-0.383819063921594,-0.217070786075258,-0.598808843777227,-0.273349267003966,-0.249263360816855,-0.618549075391013,0.161397814260452,-0.835328704033935,-0.19086168167014,0.266680148563108,-0.278042555281649,-0.380714480401984,0.082384063692502,-0.0759404452588497,-0.622550866062756,-0.199699499006454,-0.398681709305016,-0.759001003703113,-0.777784629141011,-0.666924320173399,0.697987308609912,-0.488151094952932,-0.0769041983310235,0.0357507533953446,-0.744949417168208,"NR"
0.446980858684331,0.550686716883991,0.333145709782294,-0.291906601623824,-0.106637979677163,-0.291906601623824,-0.481559446866739,-0.504373127409306,-0.0731061221843014,-0.69620577682874,-0.741792318634242,0.381376839541466,-0.59923661391692,0.591349516465744,0.579908625469716,0.226335996474491,-0.382155798251658,-0.152346745428741,-0.54980079681259,-0.543787820726988,-0.202079765757667,-0.29706574122977,0.625119048851416,-0.650253475899607,-0.634782446550361,0.897746671218853,0.457384240754973,-0.380891691988745,-0.340502201944672,-0.132993021945353,-0.255258136723526,-0.092692447966349,-0.424122947199441,-0.0148333230661666,-0.226668668547541,0.115638570336612,-0.785138296988964,0.51531579422865,0.776487993626994,-0.309661990671858,-0.170592921360903,0.520140840954386,-0.171183558633765,-0.00312122483136906,-0.353784538151517,0.75312908158183,-0.365068559699828,-0.231292512707578,0.365969327598025,0.21289764617261,-0.331968189720168,-0.554354613325255,-0.663041974310921,-0.528341666994526,-0.39493662585269,-0.200209975307662,-0.542916966205015,0.302122662898257,-0.227466817576145,0.541427818988235,-0.208691649383673,"NR"
-0.171494850818788,-0.427676017486039,0.0157449178152586,-0.347301689466758,0.390016639419796,-0.347301689466758,-0.093262836280977,0.234725360129835,-0.114871402841877,-0.611541088095067,-0.637894736841935,-0.321246005502561,0.0309661141305635,-0.422393270842683,-0.363848891255594,0.157433968915941,-0.0210370416027235,-0.180358365583268,-0.745190665907616,-0.610526315789307,-0.318385161821951,-0.464965305534725,-0.3300091209964,-0.609127113277093,-0.467033707750723,-0.17025150790921,-0.253039474774199,0.430101071331374,0.176681156226393,0.2621756229951,-0.0274835800201865,0.268226690015412,0.0551841630434928,0.0141860801037009,-0.504247599998755,0.0877684304027256,0.584519857938181,-0.0583842065655373,-0.237396153408231,0.451249886910696,-0.0437714758270852,0.547263379751717,0.208871309843806,0.191769249385633,0.390366986128586,-1.61611997138703,0.235874771763494,0.117148372328647,-0.303372617156382,-0.343125682795992,-0.102129608334512,-0.559695090865126,-0.722294189735873,-0.546573400775196,-0.371596792934446,0.037392102089761,0.0547506049000671,-0.0304740358943019,-0.384135294529845,0.23017311542664,-0.213160265625208,"NR"
-0.0821902489739808,-0.171692116079432,0.0280525629985746,0.0186789615247089,0.160368642263862,0.0186789615247089,0.277932360808873,0.221482288643052,0.202619310696502,0.386524015479149,0.367738264580426,-0.204984005709549,0.517424666903672,-0.276892075428077,-0.39919404556995,0.337484899685573,0.694606035339546,0.626708921970772,0.0616391576551404,0.194708392603205,0.206114647998191,-0.240979573713945,-0.289239000592944,0.472861235728447,0.586684863963382,0.20570160464334,-0.156727469345447,0.483415208264578,-0.0316170236909116,0.421651264711889,0.445836972380504,-0.0118526908838228,0.533898219449664,0.0213108458154563,0.18173563880503,0.448493522238876,0.49951630342007,0.313040022746191,-0.345440484410375,0.310943965719134,0.595311255263518,0.802705839355433,0.179609715689165,0.204164629446626,0.146953227100446,-0.935991272093753,0.461250194060827,0.44839339038381,0.46444645839253,-0.389993873972421,0.517295085635457,0.167356685303198,0.149543915463783,0.616504375246628,0.328554978761891,0.43379719563648,0.600420302245656,0.221894457732476,0.296642973028367,0.737184599388629,0.446646489713432,"NR"
-0.686893358996655,-0.681338904244506,0.319235000192453,0.128407991348363,-0.370224063594478,0.128407991348363,0.0225422667501218,-0.675250160948111,-0.632432129498828,-0.450902790819457,-0.522753809592595,0.197353073076701,-0.455569046885246,0.529952332155192,0.452902531751995,-0.656665753324497,-0.619643264606912,-0.0844239677504966,-0.508639696347019,-0.575305832147775,-0.20136399926008,-0.462788090211943,0.399612363984413,-0.684980032483241,-0.639007455466579,0.945544554455453,0.244325509555752,-0.583490552814446,-0.708480175135081,-0.611705291010888,-0.473138523354023,0.175241705009357,-0.629547190882588,-0.0824959398119838,-0.770649207315418,-0.316025971911113,-0.927957662322418,-0.48468420577135,-0.832536701945708,-0.453093214515884,0.404042504081499,-0.572650113457242,-0.227749984033121,-0.751236562824034,-0.609633013871414,0.464399674957219,-0.515227124911258,-0.588495866553307,0.630527474406719,-0.258565637837657,-0.61126053851112,-0.447140255971441,-0.717777147274564,-0.422459307737819,-0.645913954018083,-0.636830198500977,-0.670580400171949,-0.250473962840629,0.0819367401675197,-0.199607230788708,-0.632827486075341,"NR"
-0.406977952492463,-0.448507679603966,0.249308566507437,0.479874197214884,-0.312750380681189,0.479874197214884,0.137758296806447,-0.536905490073278,-0.610299328650857,0.0939562941043194,-0.103954480796477,0.12389299161819,-0.242306294249056,0.5073246530975,0.597028237532212,-0.689868091490866,-0.386138535580064,-0.382164000511885,0.133010813887361,-0.260917446179537,-0.282959114202221,0.0625321599801876,0.455078009640493,-0.195800797198673,-0.437563634475435,0.909980653237741,0.44899924511606,-0.563498852192814,-0.671580472331971,-0.552498738247773,-0.465857042415751,0.271280268083148,-0.479101432041556,-0.0294429773497868,-0.796076528408715,-0.393371261170273,-0.615020190886883,-0.417292117737975,-0.577398518500912,-0.264036326626309,0.825046026757593,-0.761934566144909,-0.20510972256336,-0.353931944918388,-0.388586878624813,0.168117422661847,-0.519676154451208,-0.507954430715401,0.41537189660179,-0.0779102675351984,-0.519433786361769,-0.266534098236225,-0.653536467916054,0.126359702758722,-0.042221385577033,-0.433235686889713,-0.395518624029701,0.0707708798434518,-0.566889207247085,-0.525713828593154,-0.306353228946206,"NR"
