"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Danaher","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","Chemokine_Messina","CIN25_Carter","CIN70_Carter","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","FGFR3_related","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
-0.406365305320038,-0.142555342250769,0.457538324200968,0.809676251612446,-0.062793995510172,0.809676251612446,0.905001236521062,-0.0184783130393401,-0.106028351468466,-0.544441869429754,-0.428432865016498,-0.176362391050364,0.325876280877026,0.0242399555008658,-0.201488903296303,0.277889776003109,0.416363450943932,-0.393076495843254,-0.433923708820448,-0.214456992988096,-0.570745519678008,0.179341391974109,0.0862777849159049,0.322573766658052,-0.0871913227681594,-0.021048985270567,-0.164250202551407,0.0461230680253423,0.0169146749113331,0.301593038925518,-0.0688446259951208,-0.125105650562393,-0.00522142834514146,0.253102083672497,0.244292437176719,-0.445084603235692,0.175959254677663,0.14448020110676,0.162340635100011,-0.663738047843359,-0.698649320012834,0.0352540567421296,-0.00667951188178512,0.141184410448229,0.0430501322507686,0.419090229571442,-0.290693740672059,0.150120931635016,-0.395910288094734,-0.140515951180511,0.205443285226177,0.108177555084472,-0.37974187505392,-0.177929085303104,0.0612604361355458,0.681958365458799,-0.248091201005618,0.433630180018474,0.14804405578155,-0.284328487879124,"NR"
0.0605203983295667,-0.393483689382264,0.302687466306038,0.145449949152591,0.37183550635881,0.145449949152591,0.378714400969883,0.0751051319782604,0.062021508664099,0.444437307297026,0.505169867060579,0.218775543964291,0.221532140766215,0.673510215615128,0.630707587789294,-0.173027499357387,-0.0367609254498545,0.370615443916292,0.471003789095132,0.227766359236617,0.405265094077364,0.520932767152709,-0.64801490427859,-0.151731226311929,-0.728901734104413,0.561454016526902,-0.39966709277664,0.301543817488463,-0.0929311056566081,-0.00335493141657203,0.075607958138778,0.121771078725329,-0.000252445473731762,0.259483658955881,-0.0172611558512666,-0.615389556169032,-0.200601588093311,-0.490815671162617,-0.14760651915532,0.0320488118176403,0.00976173656159268,0.0505013853073328,0.0592290626536033,0.0515788763746505,0.742093553779426,-0.178492761669774,-0.174902979555487,-0.434127373745874,0.285968366549037,0.117664633524974,-0.0703863212701555,0.310646085008137,0.440197070723465,0.367096992367546,-0.0894633088912506,0.0627730660499019,0.206737370375767,-0.625853965603386,-0.379664654090827,0.245031577104081,"R"
-0.263519973599967,0.145193602720668,-0.15457686250557,-0.560826533634999,-0.159698308287852,-0.560826533634999,-0.584830550567798,-0.386137173130667,-0.0768023867116178,-0.536742034943123,-0.76161818332186,-0.180927508868782,-0.584788723096156,-0.49130097054474,-0.474386289029593,-0.325128696679112,-0.518492830765279,-0.492375931238821,-0.429965962366142,-0.279327744190067,-0.378963161253205,-0.388980815346732,-0.152755902361372,-0.0475278112642536,0.851958895311461,-0.347971600770145,-0.405790761403227,-0.78100248172626,-0.292039629199867,-0.422225054960514,-0.0606856709208821,-0.381286219070992,-0.0867827469660507,-0.990837799266772,-0.0688516706628193,-0.528218380257084,0.0652173121470303,0.0194605009634325,0.139296324951506,-0.176351217298044,-0.323053466020728,0.0472168696262842,-0.686797492293932,0.112874596594038,-1.20972098928002,-0.448459943199349,-0.338987789490717,0.448192134276151,-0.1886240101063,-0.356948427657154,-0.478888300710829,-0.484036744395102,-0.53824754202669,-0.52383609462132,-0.489594544149152,-0.170822116432082,-0.143247872693212,-0.160078207491503,-0.629233372147944,-0.463684733964517,"NR"
0.19844090464004,0.367551216670966,0.221281571849603,0.347764473295546,0.232920619139079,0.347764473295546,0.41410222994937,0.459535028945945,0.441198868671568,0.453259067638027,0.075203904694661,0.219352008899301,0.592929674061766,0.511229528065853,0.491094497149932,0.390055938174249,0.616404208889327,0.208899867302304,0.444159013550852,0.260899805360286,0.394065568012931,0.301899926582089,0.233658229138191,0.218359016563957,0.12637642103524,0.2790035064246,0.324205823506017,1.30047789039752,0.503360550542404,0.464036982006574,-0.207241625146743,0.549015024545299,0.0124028392880697,1.03068427828852,0.396292816786048,0.135651670425169,0.36047572990418,0.82466599457956,0.143343096915803,0.474246481689675,0.349250490990327,-0.110914937022215,0.663776493256275,0.349654724026678,1.32543965667151,0.376292746440247,0.575036485419425,0.261316577121871,0.255682401448078,0.561381737821315,0.490862217666023,0.388150766944771,0.565810116431996,0.386616582726347,0.57832505010967,0.131171722686579,0.588640036485082,0.0160720025715229,0.58003529433355,0.673331502382782,"NR"
-0.522354728026779,-0.601636422080145,0.50669444572423,0.479164435878184,-0.380157962795361,0.479164435878184,0.205606092193369,-0.713793992833559,-0.657367744066646,-0.847957348406515,-0.890437351487397,0.366093554230741,-0.721577831347946,0.677492328683155,0.610020374401145,-0.665529797616354,-0.655255802982276,-0.710779904921213,-0.840408451609404,-0.734725325068819,-0.750210919957356,0.592320255472387,-0.422887855683058,-0.541420193406028,-0.452551693818209,0.5719074127945,-0.584250737639555,-0.873837015990796,-0.734201171678878,-0.521683452768396,0.0619418149215754,-0.687324642470459,0.00117270808929933,-0.43101624583967,-0.326809988798445,-0.747960691116657,-0.485908126360061,-0.899743095697514,-0.290182579862124,-0.25351077775797,-0.838610236979589,0.0997027698156426,-0.743224149005004,-0.225346529325708,0.962879857384873,-0.488218007695131,-0.707310960220126,0.0562803370566954,-0.0756888203534777,-0.689355264937888,-0.57716034847887,-0.513361083670505,-0.848634757469215,-0.898573997943996,-0.645740038280483,0.161783603186918,-0.627147944781649,-0.528745846596235,-0.828053717150241,-0.743654006811515,"NR"
0.290749735736682,0.377289546866767,-0.4710129147593,0.208898224432775,0.144215550429117,0.208898224432775,0.268260143439564,0.703485298139309,0.517318696402396,0.66771582733819,0.827885171151504,-0.277879321130301,0.624386739287301,-0.417366764880162,-0.428292866130174,0.683792215192659,0.702995378135486,0.71566234099958,0.560464966925711,0.47755057952808,0.571860594564054,-0.456556698629139,0.504465927165035,0.4431090320626,-0.831021194605636,-0.37872271468141,0.543053802219886,1.02663917318506,0.585035663297022,0.586956919104945,-0.236857593226831,0.582963666541456,0.260413167625401,1.10472638440923,0.49507570291866,0.821632731710463,0.318306522596415,0.626846499678862,0.318292072995504,0.101884342135444,-0.0109819536317145,0.0691669247554468,0.645600513808447,0.35780052441924,0.0632176739235992,0.615528516723696,0.579524874544012,0.0739076617653423,-0.0448242917230535,0.590969233879396,0.600629941505462,0.739320357165786,0.615792081918106,0.739272867420385,0.552210379436817,0.332069013626538,0.319979595966217,0.614562381093231,0.287095520528328,0.602982166824711,"NR"
0.0780580049729468,0.402196668069731,-0.564850830672628,0.648389670639826,0.137500060880647,0.648389670639826,0.627610729606634,0.660300197624034,0.617386185351949,0.758221993833542,0.797957741956192,-0.311391633873628,0.611124839625794,-0.631512857387351,-0.610789670082421,0.632085229608463,0.631007476757099,0.765707310805547,0.716203198253172,0.489985372868245,0.641647432419008,-0.506821708332474,0.807745972903068,0.726726661567205,-0.858545319820803,-0.597078334275284,0.604825017898827,0.447048620680825,0.597019449886027,0.517027913396577,-0.0570060722377345,0.625462615881502,0.362465855474825,0.721248640007592,0.422270875278555,0.625537927933732,0.136350734242485,0.431302987402259,0.439652484510247,0.0828697992224792,0.361972386194314,0.133387909469691,0.839370584457206,0.331225667779472,-0.998733708782345,0.487898817942575,0.610992042055441,-0.0642359936351073,0.0669897097218302,0.64134597871415,0.615201253778191,0.728142866319738,0.698280250889284,0.753426979256556,0.595998529803472,0.431807507210313,0.221670442719018,0.705888237911684,0.218804343747662,0.669278491216049,"NR"
0.80444556500673,0.42133383133533,-0.0837122233156109,-0.12460907114514,0.24287414973196,-0.12460907114514,-0.129243502937665,-0.0368233926596726,-0.0461884042646026,-0.409092197834651,-0.599255025367999,0.164862718268196,0.246166011586113,0.217293979967267,0.306532683880401,-0.150930269901517,-0.400014840468781,-0.311966394011192,-0.0703230364138037,-0.396716460652026,-0.381248198769702,-0.116125823538827,-0.333617638143392,-0.245291769514092,-0.347077713551871,-0.0286750408536388,0.288094946424287,0.845421484161185,0.365138902681111,-0.0721543566804383,-0.0377411162878775,0.0762359988375911,0.161790545604959,0.424571301349524,0.15270845472278,-0.461558224677006,0.301284574713732,0.708734746306893,0.110896343281375,0.0318935999791803,0.107186436323971,0.12723372782976,-0.454527938343129,0.212984390112644,0.621327171348309,-0.382631571704568,0.407988564848447,-0.195888204503096,0.321833383369657,0.212195238551052,-0.512512561609646,-0.183982392885898,-0.0258271763571981,-0.123089482107645,0.0826095486013191,-0.620535344477178,0.18559085570498,-0.167748523305115,0.708830147895259,-0.0243557611978758,"NR"
0.509535604250704,0.224099332144048,0.463355789648774,-0.597634091517709,0.0968035207994206,-0.597634091517709,-0.227074775822576,0.0184759607302522,0.0133101851851551,0.321034820028293,0.0663412754479848,0.257955136393828,0.0467170412137426,0.417564877544921,0.50403404859169,-0.199196343466361,-0.516966580976724,0.140113066940859,0.276860831032074,-0.0419300720725627,0.188841768582199,0.504398231043827,-0.467776636747607,-0.637422679033788,0.0427745664740284,0.475846429646769,-0.359545934954314,0.421470854737645,-0.0516070548396445,-0.194998250713422,0.0216893121165398,0.076739997426981,0.0117180328654533,0.0740993080775408,-0.329219004795588,0.016699852270656,0.0480660838378422,0.4073062958037,-0.0422997609212682,-0.0389210019267362,-0.700626877994396,0.247633555717935,-0.197530349149359,0.006506934912476,0.523260894755398,-0.363632520719317,0.049673067514747,-0.15591051225338,0.282543096193512,-0.0138862102217893,-0.344111658884063,-0.232671677265837,0.41338913978696,0.0557553956834356,-0.0559267145142571,-0.441797836173812,0.462106458942643,-0.627529535079427,-0.469153945736313,0.158151789730703,"NR"
0.599065220246296,0.549548351463336,-0.179023792711433,0.532541873399719,0.332989000462448,0.532541873399719,0.439516570822549,0.876597884530618,0.740632487504554,0.93415981500516,0.93044762699889,-0.129070999301251,0.743639704241213,-0.431916355185336,-0.546946508251261,0.847846770590313,0.750796073366418,0.921302839522,0.907905722175841,0.555627265362541,0.705832136881497,-0.203908353573096,0.190894256408029,0.630062568937536,-0.960693641619211,-0.185783163404217,0.647041948216452,1.63831797425652,0.747839163925127,0.691916591356289,-0.383442183953003,0.828801906335129,0.353361657875252,1.83540788899799,0.537561730990138,0.92118954332328,0.483271087226505,0.776300578034657,0.448495437028401,0.260905514695892,0.436901933080748,0.158503284516858,0.904431599229263,0.436466183188422,0.0630246393781623,0.725903298878065,0.762791239039365,-0.455973730139663,0.459792352109762,0.862120465836186,0.849006877932777,0.865099248410092,0.853978506034051,0.926965570400841,0.784255769080366,0.435141337430816,0.505632980876782,0.471631434609,0.753646469189707,0.86542095756382,"NR"
