"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Danaher","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","Chemokine_Messina","CIN25_Carter","CIN70_Carter","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","FGFR3_related","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-CD56-cells_Danaher","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
-0.0916288422566248,-0.38671752418533,0.116317900293251,-0.656605442701385,0.139173929485225,-0.656605442701385,-0.653289019717874,-0.578531613406098,-0.574384496157831,-0.373894448041128,-0.254687641501222,-0.183214199649004,-0.686757465747267,-0.475211154756573,-0.41818340480217,-0.840433491656841,-0.326141040490459,-0.595570681160192,-0.523308957952295,0.0235595374856622,-0.20825075848569,-0.445838042808401,0.347018270186805,0.487821436739571,0.6982256619323,-0.409118550557494,-0.462472941445038,-1.09236540319327,-0.417641853775062,-0.395475020435125,0.0412447641027639,-0.518912550033605,0.0225382020059641,-0.875370064877616,-0.184414809786122,-0.832503809040663,-0.319213959795858,-0.811538266213235,0.148321532126513,-0.285906469538214,0.213854044995233,-0.45175705870388,0.156859178738194,-0.424483485981848,-0.446853310011041,-1.03443590123027,-0.280955338114201,-0.601444312566247,0.438876453804365,-0.402900385304934,-0.574007011059095,-0.607058602035686,-0.64321892980415,-0.641594159009605,-0.537404836682244,-0.330161664366836,-0.393207366585858,-0.653832772601027,0.538836052518261,-0.515238134570441,-0.690559582191099,"NR"
0.622922351589477,0.147171962693392,0.421411641935434,0.777824714974865,0.638178877310604,0.777824714974865,0.944371062792091,0.665215306717011,0.483642397072691,0.578579249809412,0.671779071020521,0.467614253903909,0.739034128141894,0.576015484727631,0.609283875395271,0.351494188567322,0.486879388893,0.59132813454071,0.244871013609647,0.564205407744016,0.572778541235682,0.649162300323047,-0.652606380839225,-0.572635578259973,-0.801952721479873,0.4996117485742,0.312509329413694,1.06439264890188,0.409211752008627,0.43724703814933,0.0132310485955144,0.649799846960898,0.202158416501494,1.10449915624574,0.221073997281164,0.152802293555985,0.032771324433061,-0.0897925647207919,0.219427146736675,0.234802216678194,-0.74105798344374,0.0677432459882901,0.347375611935971,-0.00710763006460091,0.288672182571722,0.746445751709798,0.540252704522774,0.39174218277602,-0.490479127785179,0.534484756072609,0.718581229645477,0.829118952372712,0.868396993092214,0.705587300774869,0.486854649879655,0.514958296428316,0.592937577949172,0.581792308298164,-0.587088384760275,-0.0646077068532333,0.621332784271697,"NR"
0.262093840520401,0.273460473069277,0.0306053418366763,0.492297282668861,0.018391978578716,0.492297282668861,-0.0381504422450461,0.446972078905878,0.325473537416256,0.685560465234349,0.771379240300647,-0.234637954679772,0.47522283034246,-0.393747910701709,-0.413526833482463,0.125693963639466,0.366358512039863,0.618137444611099,0.654174283973187,0.283495852869117,0.423162674099092,-0.305844214196253,0.727506429206943,0.69190626737787,-0.153267990452345,-0.311309151903051,0.390720315149277,0.459321819852341,0.533595038261998,0.406244385735673,0.166061160196635,0.513585665773901,0.0409627671105303,0.488257074598317,0.310068992271428,-0.0305738953783585,0.264401317650398,0.378903826864863,0.378691331850807,0.156523187124447,-0.804449489634603,-0.639362484639037,0.281818369036899,0.422467367684607,0.122707329190372,-0.574162152837919,0.456296253784625,0.544260668275464,0.35140920726711,-0.351243794970146,0.48183491595844,0.304589324867199,0.381215263983763,0.666565071624612,0.541705136469582,0.542569286231129,0.0067613361598885,0.265863807878634,0.664514303763564,0.649066718058481,0.542827733156452,"R"
-0.140048765620201,0.392154321101404,-0.427128960034035,0.152310389019369,0.26611325342938,0.152310389019369,0.0836682823911943,0.197985490022685,0.19301413171147,-0.205393874752108,-0.0761730652040367,-0.288162187972468,-0.00248376718585275,-0.688981778171342,-0.688948794495062,0.242780830041458,-0.197574233243389,-0.134598939574852,-0.355892051920545,-0.270203468645396,-0.447887191386096,-0.485996116162497,0.631668390092821,0.226121888782682,-0.731310767071446,-0.207333152408043,0.399722205843762,0.268339734558106,0.413361493096118,0.0534623787614132,-5.37998917771393e-06,0.144482717245785,0.146168549252157,0.197661287814764,0.557999154186999,0.751142712036514,0.45812448040127,0.284176125915459,0.375800908285962,-0.0533323247931996,-0.850033010004958,-0.364056469632188,0.183157748519052,0.503326392768222,0.0114234528835975,-0.578373304464852,0.22315991912757,0.0873668569425708,-0.364918059449582,0.41745437909338,0.129343292271934,-0.139774664034837,-0.176573030928135,-0.0389278146618097,0.0851988234550585,0.382525708533094,0.058180705474472,-0.481302016087331,0.743187769577784,-0.122262168600067,-0.00225074689926535,"NR"
0.616834993030396,0.337086934872575,0.494856782970724,-0.555800898187668,-0.321935067734815,-0.555800898187668,-0.450078408184835,0.42037703494903,0.0669970755724947,0.609375793590313,0.326528539508478,0.225110613787804,-0.30720243119824,0.536520972716373,0.547467728826948,0.44535886049117,0.16909185637909,0.623878931085684,0.776406662604122,0.278606871681204,0.501565750087371,0.531152436711422,-0.605001848492258,-0.498623896631705,0.411472224775733,0.445968067847665,0.108625455407343,0.782631978646602,0.210334124533947,0.302291991532781,0.0922729828574527,0.342322977225108,-0.0180576813907649,0.721293180112389,0.0850961664244879,0.665177254209322,0.064286662717572,0.437522844068603,-0.0575556427856656,0.0383114127185833,0.419951021053022,-0.226843388177811,0.171093968622089,0.525823980498783,0.349465464206536,0.600086810175319,0.169580431820807,0.547008690032867,0.500227522493859,-0.208397449145941,0.42732102748075,0.0845552579768983,-0.0102092645267338,0.389736859663672,0.57614651172137,0.322226552289658,-0.00278018407730149,0.520872526337129,-0.598458380020491,0.43974301768041,0.324257023050633,"R"
0.0656303972365928,-0.0553189321323146,-0.425824491119206,-0.231489813622315,0.545151688981003,-0.231489813622315,-0.160434870961241,0.0625931182612644,0.137778640251693,-0.0841078774949275,-0.179311395490432,-0.0895483954957174,0.313586249334613,-0.49941199321776,-0.442728389086951,-0.0337045168846606,-0.0590927521513777,-0.329943436539304,-0.0840950639852912,-0.0656187058224303,-0.334117933382402,-0.303644958015392,0.528544233993943,0.654938198855582,-0.709277619540097,-0.0871255664496439,0.269219833312561,-0.151560700674017,0.00814921930795751,-0.190850132103848,-0.085122014668631,-0.141641102332867,0.229432275821511,-0.0594113081927211,0.597701673582935,0.477309390864105,-0.116883954771763,-0.315257285206608,-0.0628961276007514,-0.0720255817117038,-0.556947777422329,0.455641038137345,-0.0487184306455798,0.816210451475344,0.0951304548289923,-0.403241046100969,0.053864053800587,0.181361235868285,-0.416168697797598,0.405305517192377,-0.289070179911613,-0.323735693312222,-0.397180624617232,-0.37868288388861,-0.079848179735439,0.0770982614732051,0.0353281728231814,-0.542376720335443,0.725063912968357,-0.233930467378816,0.331115102485913,"R"
0.0484207945485266,0.458541074044637,0.00742564261397452,0.612187484559339,-0.369672836910525,0.612187484559339,0.636925795666753,0.728330067391687,0.489279750828038,0.624980606817831,0.786715417428424,-0.491284534093474,0.341976199484939,-0.632116387229848,-0.590625461505313,0.591755336755617,0.636586232236527,0.751137590567146,0.228976234003718,0.399016458295748,0.506434757727601,-0.532021069437229,-0.793874130137042,-0.415041509665541,0.0491595144989743,-0.456885978717897,0.340597971690288,0.934639899413094,0.213619849917451,0.433812241689212,-0.120836592837203,0.566615050297534,0.126548435123779,1.12306988080352,0.331104607485987,0.0256020559978556,0.197393740895351,0.579245347365961,0.111513808871084,0.615741086811382,-0.457475077693931,-0.436472133164956,0.43498887073927,0.221816969794211,0.148262246974803,-0.161745444041023,0.582707373208202,0.516129464711433,-0.169331926070089,-0.363112224576677,0.679322803209057,0.591422301324263,0.68158647495562,0.668299680273674,0.538161131550199,0.494795037929025,0.659360084186714,0.42181622434849,-0.168745251494886,0.442049310627555,0.506412130597564,"R"
0.651406291738473,0.766003198252378,0.158649847985079,-0.350179569335091,0.417295139959552,-0.350179569335091,-0.0825792422613032,0.590479147222352,0.316323834569892,-0.239129777940371,-0.674436319317294,0.358509686866527,0.684540190488095,0.609968311401246,0.549410505497529,0.329296075546359,0.0660519458105606,-0.13836541880412,0.0412858013407358,-0.207072522653226,0.139091026650833,0.362245623965029,0.565348836911894,-0.0760793083703172,-0.509812173724541,0.394252526176589,0.627912922529209,1.32579498824954,0.628084617751828,0.456302728401176,-0.234784968461518,0.574195821360488,0.30581809122936,0.794020878252223,0.482595845472521,0.596289356509084,0.680786040204142,0.937433345183068,0.373737556784796,0.37695633436062,0.318368797928011,-0.14537281554933,0.031445913328365,0.824412785976516,0.235939471746274,0.86142091966,0.345104349286384,0.618421497412788,-0.217600412253998,-0.00386848773907134,0.528790761861684,-0.456812436100559,-0.646057869169045,0.396302719059417,0.191531702467738,0.534245882434469,-0.0235481512584343,0.533407868397243,-0.352346769036871,0.880251935082309,0.657437624526922,"NR"
-0.68051405787953,-0.69334030861395,-0.141258855106683,-0.202689834553006,-0.384289059519295,-0.202689834553006,0.0970482325725095,-0.122905906415956,0.293160861919275,0.444299873349168,0.757229339233551,-0.139665421036692,-0.233602462529924,0.290214789469768,0.201747937426006,0.333437916466715,0.386146484700935,0.356439520061239,0.27361365021334,-0.0664977334593737,0.341788425609015,-0.169304777094023,-0.222759136704271,-0.467530986656741,0.493524960642007,-0.200768362134446,-0.266126594647724,-0.248236083881938,-0.457207267974553,0.053317503852213,-0.25923909314734,0.0941432146533311,0.12998602979896,0.358194515357121,-0.127913473054103,-0.217482502509325,-0.238004350037883,-0.677542768138879,-0.319580270354398,-0.558308557022394,-0.399213473525552,0.54407881373148,-0.174629113768362,-0.544657095102637,-0.20878565069303,0.658901338899294,-0.20836037728466,-0.189566693798629,0.170782100702571,-0.304306975826178,0.0448569666403242,0.411620760805838,0.594016659894266,-0.0398805444372043,0.0166189044898536,-0.216081479989829,0.231312309004164,0.0582825662320477,-0.475962057618848,-0.529674263836112,0.0930212864254529,"NR"
0.269623865123267,0.359307193016935,0.450602131543238,-0.010689045965515,-0.0461070742559968,-0.010689045965515,-0.177526364695344,-0.296015646434378,-0.514561460846158,-0.185923397737032,-0.639853747714618,0.111807930997166,-0.715980017233045,0.0204420246530992,0.180819474262411,-0.560501504671671,-0.456008560009541,-0.420064009179742,0.623165860380016,-0.313257633362655,-0.431642251934669,0.107208663758565,-0.258158888374041,-0.23659081674139,0.668477984866208,0.0177000540075868,-0.289260868808924,-1.09259710854468,-0.336975888550627,-0.277071631104133,0.129656239580545,-0.41599490719198,0.0131062463307095,-0.651666987294373,-0.171020476447877,0.0770949720669954,0.276991527266632,-0.0661994036114114,-0.134066683675254,-0.404477987036288,0.23526133122041,-0.940940483444819,0.27316853284677,0.0141689096542439,-0.0695764523257752,-0.104656146457975,-0.175268625981324,-0.248219135962252,0.231923113538293,0.20254040298132,-0.608317663535339,-0.0687702442056693,-0.0526344997347654,-0.659877114851956,-0.0725593682301297,-0.428241148774867,-0.165003501836115,-0.321923715220789,-0.298558623574696,-0.137370453159911,-0.353673289286807,"R"
